"2015_2" "2015_3" "2016_0" "2016_1" "2016_2" "2016_3" "2017_0" "2017_1" "2017_2" "2017_3" "2018_0" "2018_1" "2018_2" "2018_3" "2019_0" "2019_1" "2019_2" "2019_3" "2020_0" "2020_1" "2020_2" "2020_3" "2021_0"
"thank" 0.830660416152644 0.788925275379577 1.10758642937792 1.37604331152718 0.86429218651983 1.18249604579348 0.399180062574172 0.35016835016835 0.388836083988594 0.413722869327223 0.272511161361396 0.227669056384422 0.21138363020299 0.334227196766546 0.201467290074885 0.221765121810118 0.357028537660355 0.340669575020832 0.487898825190987 0.639283508338481 0.32204608698371 0.504653764669476 0.318598168060534
"not" 0.501685993913973 0.49866031557011 0.569923114145922 0.421084292052034 0.487906879487001 0.346463809595541 0.539432516992124 0.363636363636364 0.440680895187073 0.400992934886385 0.458050675479794 0.513466382484015 0.46628741956542 0.384749912556838 0.619606948720873 0.533521887253326 0.546623002486888 0.421547963335131 0.487898825190987 0.392217418159358 0.434605884376075 0.407055630936228 0.617283950617284
"n^t" 0.526359075581874 0.506103006847276 0.645195978278402 0.594029626287691 0.369415208754443 0.406718385177374 0.420757363253857 0.255892255892256 0.43204009332066 0.343708229902616 0.353684698788195 0.431118000387522 0.484938916348037 0.353659010532043 0.429543467518151 0.466028154528508 0.433358776746362 0.583304739963727 0.574565063876228 0.457072266831377 0.440859206453428 0.45704491894594 0
"all" 0.444115470022206 0.491217624292944 0.414000752728641 0.496277915632754 0.418205896703144 0.406718385177374 0.463911964613227 0.30976430976431 0.570292923183271 0.515562344853924 0.487041224560793 0.416585932958729 0.419658677608878 0.454704442112627 0.486562511878968 0.469242141801118 0.487528623839657 0.465663447870202 0.468639661038711 0.506485484867202 0.350186036331801 0.433240496084172 0.457984866587017
"by" 0.731968089481043 0.401905328966954 0.489273616861122 0.428603654410106 0.494876977765386 0.421782029072833 0.485489265292912 0.498316498316498 0.24194245225957 0.350073197123035 0.284107380993796 0.416585932958729 0.422767260405981 0.431386265594031 0.509370129623294 0.453172205438066 0.418585182084554 0.397039360815646 0.372343840277332 0.435453983940704 0.443985867492105 0.385631650360637 0.537634408602151
"people" 0.493461633358006 0.364691872581125 0.467767084251841 0.391006842619746 0.536697567435701 0.376591097386458 0.507066565972597 0.134680134680135 0.406117687721421 0.547387180956018 0.394271467501594 0.450494090292579 0.397898598029159 0.478022618631223 0.490363781503022 0.414604358166742 0.408736118976682 0.338218714768884 0.301726905052321 0.475602223594812 0.456492511646812 0.430860053797996 0.4778972520908
"my" 0.608602681141541 0.707055671330753 0.580676380450562 0.518836002706971 0.487906879487001 0.44437749491602 0.593375768691337 0.444444444444444 0.4579624989199 0.343708229902616 0.365280918420595 0.353613640767293 0.422767260405981 0.431386265594031 0.288896491428137 0.263546956354053 0.258537906581636 0.323513553257193 0.3980227258137 0.327362569487338 0.515899071381671 0.411816515508582 0.139386698526483
"get" 0.567480878361707 0.290264959809467 0.505403516318082 0.488758553274682 0.390325503589601 0.519695714393312 0.25892760815622 0.404040404040404 0.406117687721421 0.388263000445548 0.226126282831797 0.266421236194536 0.348161273275514 0.427499902840931 0.342114266164899 0.421032332711962 0.334868145667643 0.423998823587079 0.353084676125056 0.457072266831377 0.318919425945033 0.45704491894594 0.3584229390681
"very" 0.246730816679003 0.454004167907115 0.392494220119361 0.293255131964809 0.418205896703144 0.27114559011825 0.496277915632754 0.457912457912458 0.388836083988594 0.241868754375915 0.405867687133994 0.397209843053672 0.354378438869719 0.466363530371925 0.414338389021933 0.433888281802404 0.536773939379017 0.416646242831234 0.401232586505746 0.441630636195182 0.334552731138417 0.209478921183556 0.368379131819992
"so" 0.370096225018505 0.550759154510271 0.532286682079682 0.48123919091661 0.383355405311215 0.346463809595541 0.474700614953069 0.228956228956229 0.397476885855007 0.318248361020941 0.429060126398794 0.402053865529936 0.38857284963785 0.303136294741751 0.395332040901661 0.388892459985858 0.403811587422746 0.348022155776678 0.407652307889838 0.293390982087708 0.337679392177094 0.314218381775334 0.438072481083234
"make" 0.805987334484744 0.334921107472462 0.473143717404162 0.511316640348898 0.641249041611487 0.595013933870603 0.463911964613227 0.404040404040404 0.388836083988594 0.311883393800522 0.417463906766394 0.377833753148615 0.357487021666822 0.376977187050639 0.353518075037062 0.347110625441923 0.295471893236156 0.29655409048576 0.263208576747769 0.277949351451513 0.287652815558265 0.30945749720298 0.0696933492632417
"just" 0.468788551690106 0.684727597499256 0.575299747298242 0.473719828558538 0.425175994981529 0.376591097386458 0.399180062574172 0.296296296296296 0.362913678389355 0.37553306600471 0.371079028236795 0.266421236194536 0.251795206565327 0.380863549803739 0.349716805413008 0.263546956354053 0.30285869056706 0.352923876280574 0.327405790588688 0.311920938851143 0.309539442829003 0.338022804637102 0.318598168060534
"no" 0.328974422238671 0.305150342363799 0.317221355986881 0.345890668471314 0.236983341465115 0.188295548693229 0.323659510195275 0.202020202020202 0.319709669057289 0.210043918273821 0.318896039890996 0.377833753148615 0.33261835929 0.244840853445261 0.345915535788954 0.613871569068587 0.39888705586881 0.401941081319543 0.375553700969378 0.213094502779494 0.303286120751649 0.304696612630627 0.278773397052967
"big" 0.213833374455136 0.416790711521286 0.414000752728641 0.36844875554553 0.167282358681257 0.241018302327333 0.34523681087496 0.552188552188552 0.285146461591636 0.432817770988479 0.376877138052995 0.251889168765743 0.360595604463925 0.268159029963857 0.258486334435702 0.247477019991001 0.347179474552483 0.316160972501348 0.298517044360275 0.268684373069796 0.440859206453428 0.428479611511819 0.467941059338909
"country" 0.213833374455136 0.119083060434653 0.161298994569601 0.112790435371081 0.313654422527358 0.225954658431875 0.399180062574172 0.134680134680135 0.276505659725223 0.37553306600471 0.324694149707195 0.392365820577407 0.413441512014672 0.427499902840931 0.47135743338275 0.359966574532365 0.46044370029301 0.279398068722121 0.288887462284137 0.299567634342187 0.287652815558265 0.288033516627389 0.388291517323775
"go" 0.320750061682704 0.334921107472462 0.301091456529921 0.360929393187458 0.348504913919286 0.489568426602395 0.356025461214802 0.202020202020202 0.319709669057289 0.280058557698428 0.278309271177596 0.280953303623329 0.341944107681308 0.303136294741751 0.319306648420572 0.247477019991001 0.300396424790092 0.350473016028626 0.3980227258137 0.28721432983323 0.325172748022387 0.402294746363874 0.0497809637594584
"now" 0.238506456123036 0.260494194700804 0.408624119576321 0.360929393187458 0.2439534397435 0.293741055961437 0.248138957816377 0.282828282828283 0.328350470923702 0.32461332824136 0.371079028236795 0.261577213718272 0.270446703347944 0.264272667210757 0.391530771277607 0.382464485440638 0.310245487897964 0.308808391745503 0.276048019515953 0.28721432983323 0.303286120751649 0.3689685543574 0.507765830346475
"as" 0.271403898346904 0.208395355760643 0.236571858702081 0.270697044890593 0.383355405311215 0.26361376817052 0.280504908835905 0.323232323232323 0.406117687721421 0.229138819935077 0.411665796950194 0.319705483433443 0.357487021666822 0.244840853445261 0.349716805413008 0.350324612714534 0.320094551005836 0.286750649477967 0.327405790588688 0.38604076590488 0.272019510364881 0.278511747482682 0.268817204301075
"who" 0.353647503906571 0.312593033640965 0.247325125006721 0.353410030829386 0.299714225970586 0.286209234013708 0.312870859855432 0.215488215488215 0.259224055992396 0.413722869327223 0.307299820258596 0.382677775624879 0.348161273275514 0.341999922272745 0.326909187668681 0.269974930899274 0.293009627459188 0.289201509729915 0.282467740900045 0.271772699197035 0.356439358409155 0.247565997762384 0.288729589804859
"trump" 1.06094251171971 0.520988389401608 0.349481154900801 0.413564929693962 0.327594619084129 0.414250207125104 0.30208220951559 0.282828282828283 0.207379244793917 0.171854114951308 0.347886588971995 0.227669056384422 0.329509776492897 0.264272667210757 0.262287604059756 0.337468663624092 0.214217122596213 0.340669575020832 0.295307183668229 0.12970969734404 0.178219679204577 0.330881477778571 0.278773397052967
"president" 0.131589768895468 0.208395355760643 0.134415828808 0.135348522445297 0.362445110476058 0.203359192588687 0.17261840543748 0.404040404040404 0.250583254125983 0.32461332824136 0.255116831912796 0.300329393528386 0.242469458174018 0.283704480976254 0.410537119397879 0.359966574532365 0.371802132322163 0.590657320719573 0.468639661038711 0.16059295861643 0.206359628552669 0.261848651479445 0.219036240541617
"from" 0.287852619458837 0.253051503423638 0.381740953814721 0.375968117903602 0.271833832857043 0.346463809595541 0.34523681087496 0.228956228956229 0.267864857858809 0.305518426580103 0.324694149707195 0.276109281147065 0.292206782927663 0.264272667210757 0.281293952180028 0.282830879989715 0.273311501243444 0.289201509729915 0.227900109135264 0.268684373069796 0.334552731138417 0.264229093765622 0.338510553564317
"s" 0.608602681141541 0.334921107472462 0.252701758159041 0.218061508384089 0.494876977765386 0.497100248550124 0.17261840543748 0.215488215488215 0.302428065324462 0.197313983832983 0.307299820258596 0.324549505909707 0.223817961391402 0.198204500408068 0.254685064811647 0.253904994536222 0.300396424790092 0.333316994264987 0.243949412595493 0.206917850525015 0.284526154519589 0.357066342926516 0
"but" 0.296076980014804 0.297707651086633 0.247325125006721 0.195503421309873 0.271833832857043 0.158168260902312 0.269716258496062 0.161616161616162 0.250583254125983 0.350073197123035 0.237722502464197 0.247045146289479 0.264229537753738 0.213749951420466 0.330710457292736 0.359966574532365 0.339792677221579 0.306357531493554 0.346664954740964 0.290302655960469 0.268892849326205 0.233283344045324 0.278773397052967
"news" 0.0493461633358006 0.104197677880322 0.0806494972848003 0.0902323482968644 0.0836411793406287 0.097913685320479 0.399180062574172 0.363636363636364 0.475244102652726 0.318248361020941 0.405867687133994 0.232513078860686 0.317075445304486 0.205977225914267 0.258486334435702 0.253904994536222 0.293009627459188 0.28184892897407 0.19901136290685 0.546633724521309 0.31266610386768 0.271370420624152 0.2389486260454
"out" 0.304301340570771 0.297707651086633 0.440883918490241 0.36844875554553 0.209102948351572 0.436845672968291 0.312870859855432 0.296296296296296 0.21602004666033 0.273693590478009 0.110164086507798 0.232513078860686 0.258012372159532 0.369204461544441 0.178659672330558 0.183197274538793 0.187132199049565 0.32841527376109 0.208640944982988 0.262507720815318 0.240752899978113 0.316598824061511 0.308641975308642
"more" 0.172711571675302 0.163739208097648 0.209688692940481 0.218061508384089 0.236983341465115 0.293741055961437 0.280504908835905 0.161616161616162 0.172816037328264 0.241868754375915 0.376877138052995 0.266421236194536 0.239360875376916 0.198204500408068 0.319306648420572 0.302114803625378 0.285622830128284 0.205872261163668 0.295307183668229 0.277949351451513 0.275146171403558 0.321359708633864 0.438072481083234
"job" 0.271403898346904 0.200952664483477 0.13979246196032 0.255658320174449 0.383355405311215 0.195827370640958 0.356025461214802 0.552188552188552 0.414758489587834 0.273693590478009 0.295703600626196 0.30517341600465 0.245578040971121 0.334227196766546 0.159653324210286 0.192839236356624 0.238839780365893 0.220577422675359 0.234319830519355 0.311920938851143 0.306412781790326 0.328501035492395 0.0896057347670251
"new" 0.361871864462538 0.520988389401608 0.666702510887682 0.345890668471314 0.230013243186729 0.338931987647812 0.21577300679685 0.148148148148148 0.302428065324462 0.127299344408376 0.173943294485998 0.159852741716722 0.15542913985514 0.252613578951459 0.209069829322994 0.221765121810118 0.248688843473765 0.308808391745503 0.250369133979585 0.240889437924645 0.256386205171497 0.188054940607965 0.129430505774592
"vote" 0.0575705238917674 0.0372134563858291 0.220441959245121 0.413564929693962 0.132431867289329 0.399186563229645 0.17261840543748 0.121212121212121 0.285146461591636 0.203678951053402 0.197135733750797 0.10172447200155 0.205166464608785 0.478022618631223 0.133044436841905 0.147843414540078 0.0566321128702632 0.218126562423411 0.21506066636708 0.154416306361952 0.175093018165901 0.837915684734224 0.228992433293509
"his" 0.23028209556707 0.401905328966954 0.414000752728641 0.218061508384089 0.160312260402872 0.120509151163666 0.0755205523788974 0.175084175084175 0.138252829862611 0.222773852714659 0.162347074853598 0.2712652586708 0.304641114116074 0.31090902024795 0.224274907819212 0.212123159992286 0.295471893236156 0.230380863683153 0.237529691211401 0.203829524397776 0.262639527248851 0.280892189768859 0.109518120270808
"their" 0.148038490007402 0.133968442988985 0.12903919565568 0.150387247161441 0.1463720638461 0.173231904797771 0.183407055777322 0.255892255892256 0.21602004666033 0.32461332824136 0.278309271177596 0.256733191242007 0.317075445304486 0.240954490692161 0.269890143307865 0.295686829080157 0.27823603279738 0.223028282927307 0.311356487128459 0.35206917850525 0.23449957790076 0.159489633173844 0.228992433293509
"want" 0.25495517723497 0.171181899374814 0.236571858702081 0.233100233100233 0.271833832857043 0.143104617006854 0.118675153738267 0.188552188552189 0.198738442927504 0.210043918273821 0.342088479155795 0.16954078666925 0.261120954956635 0.178772686642571 0.319306648420572 0.282830879989715 0.246226577696797 0.23528258418705 0.298517044360275 0.237801111797406 0.253259544132821 0.223761574900617 0.209080047789725
"america" 0.50991035446994 0.275379577255135 0.430130652185601 0.496277915632754 0.473966682930229 0.451909316863749 0.204984356457007 0.296296296296296 0.414758489587834 0.286423524918847 0.388473357685395 0.164696764192986 0.180297802231962 0.209863588667366 0.155852054586232 0.173555312720962 0.221603919927117 0.0955835498259889 0.154073313218206 0.126621371216801 0.15633305193384 0.276131305196506 0.139386698526483
"would" 0.148038490007402 0.223280738314975 0.279584923920641 0.218061508384089 0.174252456959643 0.188295548693229 0.226561657136692 0.255892255892256 0.146893631729024 0.21640888549424 0.249318722096597 0.198604921526836 0.217600795797196 0.170999961136372 0.228076177443266 0.221765121810118 0.30285869056706 0.23528258418705 0.250369133979585 0.237801111797406 0.300159459712973 0.252326882334738 0.288729589804859
"say" 0.353647503906571 0.446561476629949 0.510780149470402 0.360929393187458 0.355475012197672 0.316336521804625 0.356025461214802 0.161616161616162 0.198738442927504 0.15912418051047 0.179741404302197 0.16954078666925 0.205166464608785 0.128249970852279 0.224274907819212 0.147843414540078 0.256075640804668 0.286750649477967 0.247159273287539 0.213094502779494 0.134446424663102 0.188054940607965 0.0497809637594584
"good" 0.189160292787236 0.342363798749628 0.15054572826496 0.195503421309873 0.132431867289329 0.0828500414250207 0.140252454417952 0.188552188552189 0.250583254125983 0.222773852714659 0.220328173015597 0.310017438480915 0.261120954956635 0.194318137654969 0.216672368571103 0.32139872726104 0.342254942998547 0.289201509729915 0.263208576747769 0.247066090179123 0.212612950630022 0.142826537170606 0.0796495420151334
"year" 0.0904679661156345 0.0967549866031557 0.204312059788161 0.0902323482968644 0.0975813758974002 0.188295548693229 0.183407055777322 0.282828282828283 0.302428065324462 0.292788492139265 0.417463906766394 0.266421236194536 0.189623550623271 0.217636314173565 0.395332040901661 0.302114803625378 0.283160564351316 0.220577422675359 0.263208576747769 0.120444718962322 0.206359628552669 0.276131305196506 0.029868578255675
"fake" 0.00822436055596677 0 0 0.00751936235807204 0 0 0.377602761894487 0.430976430976431 0.388836083988594 0.26732862325759 0.289905490809996 0.208292966479364 0.31085827971028 0.194318137654969 0.235678716691375 0.24426303271839 0.270849235466476 0.247536885446792 0.19901136290685 0.401482396541075 0.300159459712973 0.276131305196506 0.288729589804859
"your" 0.378320585574472 0.305150342363799 0.354857788053121 0.180464696593729 0.2927441276922 0.241018302327333 0.0755205523788974 0.134680134680135 0.172816037328264 0.15912418051047 0.191337623934597 0.130788606859136 0.17718921943486 0.209863588667366 0.0912304709773064 0.112489554541364 0.110801959963558 0.218126562423411 0.237529691211401 0.210006176652254 0.275146171403558 0.630817205836845 0.0796495420151334
"many" 0.156262850563369 0.17862459065198 0.225818592397441 0.240619595458305 0.236983341465115 0.158168260902312 0.248138957816377 0.161616161616162 0.250583254125983 0.248233721596334 0.278309271177596 0.2712652586708 0.31085827971028 0.225409039679764 0.292697761052191 0.208909172719676 0.221603919927117 0.210773981667565 0.195801502214804 0.216182828906733 0.231372916862083 0.183294056035611 0.308641975308642
"win" 0.189160292787236 0.275379577255135 0.311844722834561 0.375968117903602 0.139401965567715 0.406718385177374 0.25892760815622 0.228956228956229 0.172816037328264 0.133664311628795 0.173943294485998 0.125944584382872 0.273555286145046 0.112704519839882 0.174858402706504 0.16391335090313 0.187132199049565 0.213224841919514 0.211850805675034 0.145151327980235 0.193852984397961 0.478468899521531 0.348466746316209
"or" 0.148038490007402 0.186067281929146 0.12903919565568 0.0902323482968644 0.209102948351572 0.120509151163666 0.280504908835905 0.134680134680135 0.146893631729024 0.203678951053402 0.272511161361396 0.23735710133695 0.21138363020299 0.209863588667366 0.315505378796518 0.305328790897988 0.285622830128284 0.257340326454586 0.21506066636708 0.247066090179123 0.256386205171497 0.190435382894142 0.288729589804859
"up" 0.189160292787236 0.148853825543316 0.193558793483521 0.150387247161441 0.153342162124486 0.241018302327333 0.204984356457007 0.215488215488215 0.19009764106109 0.254598688816753 0.197135733750797 0.2034489440031 0.164754888246448 0.198204500408068 0.182460941954613 0.170341325448351 0.214217122596213 0.294103230233812 0.256788855363677 0.305744286596665 0.250132883094144 0.307077054916804 0.219036240541617
"time" 0.304301340570771 0.238166120869306 0.215065326092801 0.263177682532521 0.153342162124486 0.346463809595541 0.334448160535117 0.175084175084175 0.311068867190875 0.241868754375915 0.278309271177596 0.208292966479364 0.248686623768224 0.178772686642571 0.277492682555974 0.266760943626663 0.196981262157437 0.17156021763639 0.272838158823907 0.206917850525015 0.150079729856486 0.126163441167369 0.0896057347670251
"than" 0.205609013899169 0.148853825543316 0.134415828808 0.157906609519513 0.1463720638461 0.105445507268208 0.17261840543748 0.121212121212121 0.129612027996198 0.171854114951308 0.231924392647997 0.174384809145514 0.214492213000093 0.225409039679764 0.292697761052191 0.228193096355338 0.221603919927117 0.188716239400029 0.154073313218206 0.284126003705991 0.272019510364881 0.252326882334738 0.438072481083234
"what" 0.180935932231269 0.238166120869306 0.13979246196032 0.135348522445297 0.250923538021886 0.173231904797771 0.204984356457007 0.134680134680135 0.172816037328264 0.197313983832983 0.168145184669798 0.2034489440031 0.186514967826168 0.139909059111577 0.228076177443266 0.212123159992286 0.261000172358604 0.269594627714328 0.243949412595493 0.243977764051884 0.187599662320608 0.230902901759147 0.278773397052967
"never" 0.189160292787236 0.111640369157487 0.11828592935104 0.203022783667945 0.299714225970586 0.218422836484146 0.204984356457007 0.107744107744108 0.164175235461851 0.140029278849214 0.214530063199397 0.159852741716722 0.161646305449346 0.159340872877074 0.193864750826776 0.266760943626663 0.216679388373181 0.301455810989657 0.263208576747769 0.210006176652254 0.240752899978113 0.226142017186793 0.199123855037834
